,gender,age,age_range,race,higher_education,political_party,ideology,trump_approval,monetary_anxiety,fairness_voting,preferential_voting,woman_president_25,universal_healthcare_25,humanity_survival_100,humanity_survival_1000,america_survival_100,america_survival_1000,trump_2020,trump_nuclear,america_vs_russia_50,america_vs_china_50,better_world
418,Male,68,65+,White,College degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,No,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
419,Female,66,65+,Black,High school or less,Democrat,Moderate,DK/REF,Somewhat Often,No,Yes,Yes,Yes,No,,No,,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
420,Male,70,65+,DK/REF,College degree,Independent,Liberal,Strongly Disapprove,Very Often,No,No,Yes,DK/REF,DK/REF,,DK/REF,,Somewhat Likely,Not at all likely,DK/REF,DK/REF,Better World
421,Male,85,65+,White,College degree,Republican,Conservative,Strongly Approve,DK/REF,No,No,Yes,No,Yes,DK/REF,Yes,DK/REF,Somewhat Likely,Not at all likely,No,No,Better World
422,Female,70,65+,White,Some college,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,No,DK/REF,,DK/REF,,DK/REF,Not at all likely,Yes,Yes,DK/REF
423,Female,65,65+,Black,Graduate degree,DK/REF,Moderate,DK/REF,Very Often,No,Yes,Yes,Yes,Yes,Yes,DK/REF,,Very Likely,Very Likely,No,No,Worse World
424,Female,58,55-64,White,Graduate degree,DK/REF,Moderate,DK/REF,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Better World
425,Male,34,25-34,White,College degree,Independent,DK/REF,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
426,Female,84,65+,White,High school or less,Democrat,DK/REF,DK/REF,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,DK/REF,,Yes,No,Not at all likely,Somewhat Likely,No,Yes,Worse World
427,Male,40,35-44,White,High school or less,DK/REF,Moderate,Strongly Approve,Very Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,No,Yes,No,Very Likely,Not at all likely,Yes,Yes,Worse World
428,Female,80,65+,White,College degree,Democrat,Moderate,DK/REF,Somewhat Often,No,No,Yes,DK/REF,No,,No,,Somewhat Likely,Very Likely,No,Yes,Better World
429,Female,76,65+,White,Some college,Independent,Moderate,Strongly Disapprove,Not Very Often,DK/REF,Yes,Yes,DK/REF,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
430,Female,68,65+,White,Graduate degree,Independent,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,No,No,Better World
431,Female,89,65+,White,High school or less,Republican,Conservative,Somewhat Approve,Very Often,"Yes, somewhat confident",Yes,No,No,Yes,No,Yes,No,Somewhat Likely,Not at all likely,Yes,Yes,Better World
432,Female,73,65+,Black,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,,No,,Not at all likely,Not at all likely,No,No,Worse World
433,Male,76,65+,White,Some college,Republican,Liberal,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
434,Male,82,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,Yes,No,DK/REF,No,,No,,Very Likely,DK/REF,DK/REF,Yes,DK/REF
435,Female,88,65+,White,College degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,DK/REF,Yes,No,Not at all likely,Somewhat Likely,DK/REF,No,Worse World
436,Female,94,65+,Black,High school or less,Democrat,DK/REF,Strongly Disapprove,Very Often,No,Yes,No,DK/REF,DK/REF,,No,,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
437,Male,84,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,No,No,No,,Yes,No,Not at all likely,DK/REF,No,No,Better World
438,Female,48,45-54,White,College degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,Yes,Yes,No,,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Worse World
439,Female,61,55-64,White,Graduate degree,Independent,DK/REF,Neither approve nor disapprove,Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
440,Male,88,65+,White,Graduate degree,Democrat,Moderate,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,DK/REF,Yes,Yes,Yes,Yes,Not at all likely,DK/REF,No,No,Better World
441,Male,29,25-34,White,Some college,Independent,Moderate,DK/REF,Somewhat Often,"Yes, somewhat confident",Yes,DK/REF,DK/REF,Yes,Yes,Yes,Yes,DK/REF,DK/REF,DK/REF,No,Better World
442,Male,55,55-64,White,College degree,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
443,Female,89,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,No,No,Worse World
444,Female,87,65+,White,Some college,Democrat,Conservative,Somewhat Disapprove,Very Often,No,Yes,Yes,DK/REF,Yes,DK/REF,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
445,Female,67,65+,White,Some college,Independent,Conservative,Strongly Approve,Not Very Often,No,No,No,Yes,No,,No,,Very Likely,Somewhat Likely,Yes,Yes,Worse World
446,Male,70,65+,White,College degree,Independent,DK/REF,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World
447,Female,50,45-54,White,High school or less,Republican,Conservative,Strongly Approve,Somewhat Often,No,Yes,Yes,No,Yes,No,Yes,No,Very Likely,Somewhat Likely,No,No,Worse World
448,Other,50,45-54,DK/REF,Some college,DK/REF,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,No,,No,,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
449,Male,51,45-54,White,Some college,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,DK/REF,DK/REF,,Very Likely,Very Likely,DK/REF,DK/REF,Worse World
450,Female,70,65+,White,Graduate degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,DK/REF,DK/REF,,Somewhat Likely,Not at all likely,No,No,Worse World
451,Female,67,65+,White,High school or less,Republican,DK/REF,DK/REF,Not Very Often,No,No,Yes,Yes,Yes,No,No,,Not at all likely,Not at all likely,Yes,No,Better World
452,Female,67,65+,White,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,DK/REF,Yes,No,No,,No,,Somewhat Likely,Not at all likely,No,No,DK/REF
453,Male,63,55-64,White,Some college,Democrat,Conservative,Strongly Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Better World
454,Male,73,65+,DK/REF,College degree,Independent,DK/REF,DK/REF,Very Often,DK/REF,No,DK/REF,Yes,No,,No,,DK/REF,DK/REF,DK/REF,DK/REF,Worse World
455,Female,85,65+,Black,High school or less,Independent,Moderate,DK/REF,Very Often,DK/REF,DK/REF,Yes,DK/REF,No,,No,,DK/REF,DK/REF,Yes,Yes,DK/REF
456,Female,64,55-64,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,No,Yes,No,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Worse World
457,Male,72,65+,White,College degree,Republican,Conservative,DK/REF,DK/REF,"Yes, very confident",DK/REF,DK/REF,No,DK/REF,,DK/REF,,Somewhat Likely,Not at all likely,No,No,DK/REF
458,Male,27,25-34,White,College degree,Independent,Moderate,Neither approve nor disapprove,Somewhat Often,"Yes, very confident",No,No,Yes,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,No,Yes,Better World
459,Female,20,18-24,Asian,Some college,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,No,Yes,No,Not at all likely,Somewhat Likely,No,No,Better World
460,Female,57,55-64,White,College degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,DK/REF,DK/REF,,DK/REF,,Somewhat Likely,Somewhat Likely,No,No,Worse World
461,Male,73,65+,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,DK/REF,DK/REF,,Not at all likely,Not at all likely,No,No,Better World
462,Male,65,65+,Other,High school or less,Independent,DK/REF,Strongly Approve,DK/REF,"Yes, somewhat confident",No,Yes,DK/REF,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
463,Female,76,65+,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,No,,No,,Very Likely,Not at all likely,No,Yes,Worse World
464,Male,29,25-34,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
465,Female,63,55-64,White,Some college,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,No,,Somewhat Likely,Not at all likely,No,No,Better World
466,Male,68,65+,White,College degree,Republican,Conservative,Neither approve nor disapprove,Not Very Often,"Yes, very confident",No,Yes,No,No,,No,,Somewhat Likely,Not at all likely,No,No,Worse World
467,Female,45,45-54,Latino,High school or less,Independent,Conservative,Neither approve nor disapprove,Not Very Often,No,Yes,No,Yes,No,,No,,Not at all likely,Not at all likely,Yes,DK/REF,Better World
468,Male,50,45-54,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,No,,Somewhat Likely,Not at all likely,No,No,Worse World
469,Female,43,35-44,White,Graduate degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
470,Male,50,45-54,Black,High school or less,Democrat,DK/REF,Somewhat Disapprove,Very Often,"Yes, very confident",Yes,Yes,Yes,DK/REF,,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
471,Female,63,55-64,White,Some college,DK/REF,Moderate,Strongly Approve,Somewhat Often,No,Yes,No,Yes,No,,No,,Very Likely,Not at all likely,No,No,Better World
472,Male,74,65+,White,DK/REF,DK/REF,Moderate,DK/REF,Not Very Often,DK/REF,DK/REF,DK/REF,DK/REF,Yes,Yes,No,,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF
473,Female,64,55-64,White,College degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,No,No,Worse World
474,Female,35,35-44,White,College degree,Independent,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,,No,,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
475,Female,30,25-34,Latino,College degree,Independent,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,No,Yes,No,Somewhat Likely,Not at all likely,No,No,Worse World
476,Female,63,55-64,White,Some college,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,Yes,No,Yes,No,No,,Very Likely,Not at all likely,No,No,Better World
477,Male,45,45-54,White,Some college,Republican,Moderate,Strongly Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,No,,No,,Very Likely,Not at all likely,No,No,Worse World
478,Male,43,35-44,White,College degree,Independent,Moderate,Somewhat Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
479,Female,69,65+,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,Yes,No,,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
480,Female,76,65+,White,College degree,Republican,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,No,Yes,No,Not at all likely,Not at all likely,No,Yes,DK/REF
481,Female,56,55-64,Latino,College degree,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
482,Female,28,25-34,White,College degree,Independent,Moderate,Somewhat Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,,No,,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
483,Female,48,45-54,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,No,Yes,No,Somewhat Likely,Very Likely,Yes,Yes,Worse World
484,Male,54,45-54,Latino,High school or less,Democrat,Liberal,Strongly Disapprove,Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
485,Male,40,35-44,Black,Some college,Independent,Liberal,Somewhat Disapprove,Not Very Often,No,Yes,No,No,Yes,No,Yes,No,Somewhat Likely,Very Likely,Yes,Yes,Better World
486,Female,50,45-54,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,No,Yes,No,Somewhat Likely,Somewhat Likely,No,No,Worse World
487,Male,24,18-24,Black,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,Yes,Yes,Better World
488,Female,70,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Yes,DK/REF,Very Likely,Not at all likely,No,DK/REF,Worse World
489,Female,67,65+,White,College degree,Independent,Liberal,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,No,Yes,No,Not at all likely,Somewhat Likely,No,No,Worse World
490,Male,66,65+,White,High school or less,Independent,Conservative,Neither approve nor disapprove,Very Often,"Yes, very confident",Yes,Yes,No,No,,Yes,No,Not at all likely,Not at all likely,Yes,Yes,Worse World
491,Male,38,35-44,White,College degree,Republican,Moderate,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
492,Female,69,65+,Black,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,,No,,Not at all likely,Not at all likely,No,No,Worse World
493,Male,42,35-44,White,Graduate degree,Republican,Moderate,Somewhat Approve,Somewhat Often,DK/REF,Yes,DK/REF,Yes,Yes,Yes,Yes,DK/REF,DK/REF,Somewhat Likely,No,DK/REF,Better World
494,Male,68,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
495,Female,37,35-44,Asian,College degree,Republican,Conservative,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Better World
496,Female,78,65+,White,High school or less,Independent,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,Yes,No,Yes,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
497,Male,85,65+,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,Yes,Yes,DK/REF,Yes,Yes,Yes,DK/REF,Very Likely,Not at all likely,No,No,Better World
498,Female,47,45-54,White,College degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,No,Yes,No,Not at all likely,Somewhat Likely,No,No,Worse World
499,Male,60,55-64,White,College degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World
500,Male,62,55-64,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,No,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
501,Female,71,65+,Black,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,No,,No,,Somewhat Likely,Somewhat Likely,Yes,No,Better World
502,Male,65,65+,White,Graduate degree,Independent,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Better World
503,Female,52,45-54,White,High school or less,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
504,Male,34,25-34,DK/REF,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,No,Yes,No,Very Likely,Somewhat Likely,Yes,Yes,Worse World
505,Male,66,65+,White,Some college,Independent,DK/REF,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,Yes,DK/REF,,No,,Not at all likely,Very Likely,DK/REF,DK/REF,Better World
506,Other,82,65+,DK/REF,High school or less,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,,DK/REF,,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF
507,DK/REF,23,18-24,Black,High school or less,Independent,DK/REF,Strongly Approve,Very Often,"Yes, somewhat confident",No,No,No,No,,No,,Very Likely,Very Likely,Yes,No,Worse World
508,Male,77,65+,Other,Some college,Independent,Moderate,Neither approve nor disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,No,No,,No,,Not at all likely,Somewhat Likely,No,No,Worse World
509,Female,42,35-44,Black,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,Yes,Yes,No,No,,No,,Not at all likely,Somewhat Likely,Yes,No,Worse World
510,Male,31,25-34,Black,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",DK/REF,No,Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
511,Male,52,45-54,Latino,High school or less,Democrat,Conservative,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,Yes,No,Yes,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
512,Female,57,55-64,Black,Graduate degree,Independent,Moderate,Neither approve nor disapprove,Not Very Often,No,No,Yes,Yes,Yes,DK/REF,DK/REF,,Not at all likely,Not at all likely,No,No,Worse World
513,Female,70,65+,White,High school or less,Independent,Liberal,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,No,Yes,No,Not at all likely,DK/REF,No,No,DK/REF
514,Female,46,45-54,White,College degree,Independent,Liberal,Neither approve nor disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,No,Yes,No,Somewhat Likely,Not at all likely,No,No,Worse World
515,Male,65,65+,White,College degree,Independent,Moderate,DK/REF,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,DK/REF,Yes,DK/REF,Very Likely,Not at all likely,No,No,Worse World
516,Female,25,25-34,Asian,College degree,Democrat,Liberal,DK/REF,Somewhat Often,No,Yes,No,No,Yes,No,Yes,No,Not at all likely,Not at all likely,No,No,Better World
517,Female,64,55-64,White,Some college,Independent,Moderate,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World
518,Male,48,45-54,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
519,Female,73,65+,White,High school or less,Democrat,Liberal,Somewhat Disapprove,Very Often,No,No,No,No,No,,No,,Somewhat Likely,Very Likely,No,Yes,Better World
520,Female,66,65+,Black,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,No,,No,,Somewhat Likely,Somewhat Likely,DK/REF,Yes,Worse World
521,Male,34,25-34,White,Graduate degree,Republican,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
522,Female,73,65+,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,No,Yes,Better World
523,Female,75,65+,White,College degree,Independent,Conservative,Strongly Approve,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
524,Male,64,55-64,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
525,Female,55,55-64,Black,Some college,Democrat,Conservative,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
526,Female,41,35-44,White,College degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,No,Yes,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World
527,Female,67,65+,White,College degree,Republican,Moderate,Somewhat Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,,No,,Not at all likely,Somewhat Likely,No,Yes,Worse World
528,Male,64,55-64,White,Other,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,No,,No,,Somewhat Likely,Not at all likely,No,No,Better World
529,Female,72,65+,White,Graduate degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, somewhat confident",No,No,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
530,Female,19,18-24,Black,High school or less,DK/REF,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,No,No,,Not at all likely,Very Likely,No,No,Worse World
531,Male,50,45-54,Black,College degree,DK/REF,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
532,Male,64,55-64,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,No,Not at all likely,Very Likely,No,Yes,Worse World
533,Male,69,65+,Other,Graduate degree,Independent,Moderate,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,No,Very Likely,Not at all likely,No,No,DK/REF
534,Female,55,55-64,White,College degree,Republican,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",No,Yes,No,No,,Yes,No,Not at all likely,Not at all likely,Yes,Yes,Worse World
535,Female,29,25-34,Black,Some college,Democrat,Conservative,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,No,,No,,Not at all likely,Somewhat Likely,Yes,Yes,Better World
536,Male,49,45-54,Latino,College degree,DK/REF,Conservative,Strongly Disapprove,Not Very Often,No,Yes,Yes,DK/REF,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World
537,Female,72,65+,White,Some college,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Yes,No,Somewhat Likely,Somewhat Likely,No,No,Better World
538,Female,23,18-24,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,Yes,No,Yes,Yes,Yes,No,Not at all likely,Somewhat Likely,No,No,Worse World
539,Female,61,55-64,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,No,Yes,No,Not at all likely,Not at all likely,Yes,Yes,Worse World
540,Male,51,45-54,White,College degree,Democrat,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
541,Female,50,45-54,White,Some college,Republican,Conservative,DK/REF,Somewhat Often,"Yes, very confident",DK/REF,Yes,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World
542,Male,58,55-64,White,High school or less,Democrat,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,No,Very Likely,Not at all likely,No,Yes,Better World
543,Male,70,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Yes,No,Very Likely,Not at all likely,No,No,Worse World
544,Female,38,35-44,White,College degree,Independent,Conservative,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,Yes,Yes,Worse World
545,Female,48,45-54,White,Graduate degree,Independent,Moderate,Somewhat Disapprove,Very Often,No,Yes,Yes,No,Yes,Yes,No,,Not at all likely,Not at all likely,No,No,Worse World
546,Female,72,65+,White,High school or less,Independent,Moderate,DK/REF,Somewhat Often,No,No,No,No,No,,Yes,No,Not at all likely,Somewhat Likely,Yes,No,Worse World
547,Female,75,65+,White,Some college,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World
548,Female,70,65+,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Yes,No,Not at all likely,Not at all likely,No,No,Better World
549,Female,40,35-44,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,No,Yes,No,DK/REF,Somewhat Likely,No,No,Worse World
550,Female,85,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,No,No,No,,No,,Not at all likely,Not at all likely,No,No,Worse World
551,Female,65,65+,White,Some college,Independent,Moderate,Somewhat Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,DK/REF
552,Female,22,18-24,White,High school or less,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Better World
553,Female,59,55-64,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World
554,Male,28,25-34,Other,Some college,Independent,DK/REF,DK/REF,Very Often,DK/REF,DK/REF,Yes,Yes,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World
555,Female,65,65+,Other,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,No,,No,,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
556,Male,94,65+,DK/REF,College degree,Independent,Moderate,Somewhat Disapprove,Not Very Often,No,Yes,Yes,Yes,No,,Yes,Yes,DK/REF,Somewhat Likely,Yes,Yes,Better World
557,Female,77,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,No,,DK/REF,,Not at all likely,Somewhat Likely,No,No,Worse World
